VALIDERT	LIMS_OPPDRAGSNR	PROSJEKTNAVN	PRAVENR	PRAVEMERKING	STASJON	Lokasjon	Plass	Havdyp	DATE	METODEKODE	ANALYSE	KOMPONENT	STANDARD	RESULTAT	ENHETER	AKKREDITERING	UNDERLEVERANDR_STANDARD	Sample type	DYP	ART	VEV	Sampling_date
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Iron	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<40.0	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Arsenic	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	1.00	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Aluminium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	8.00	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Nickel	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.8	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Magnesium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	760	mg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	188	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	5.00	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	4.10	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	<0.2	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	<0.1	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	<0.1	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	E	6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Vanadium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	0.70	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Cadmium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.06	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Grunnpris	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	Utf?rt	-	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Zinc	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<3.0	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Manganese	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	1.88	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Chromium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.5	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Copper	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.8	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Potassium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	200	mg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Iron	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<40.0	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Arsenic	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.5	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Aluminium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	19.80	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Silver	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.04	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Magnesium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	593	mg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Cobalt	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.1	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Nickel	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.8	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Lead	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	0.28	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	177	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	1.17	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	12.00	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	0.37	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	<0.2	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	<0.1	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	F	1	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	<0.1	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Silver	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.04	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Vanadium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	0.88	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Cobalt	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.1	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Cadmium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.06	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Lead	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	0.26	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Grunnpris	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	Utf?rt	-	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Zinc	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<3.0	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Manganese	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	2.14	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Chromium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.5	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Copper	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.8	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Potassium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	249	mg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Iron	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<40.0	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Arsenic	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	0.76	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Aluminium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	27.60	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Nickel	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.8	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Magnesium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	732	mg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	168	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	0.51	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	1.34	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	18.00	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	0.31	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	<0.2	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	<0.1	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	<0.1	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00153	Toska S 2	Scr24_F2	F	2	1	2024.10.28 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00154	Toska S 3	Scr24_F3	F	3	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Vanadium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	0.94	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00154	Toska S 3	Scr24_F3	F	3	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Arsenic	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.5	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00154	Toska S 3	Scr24_F3	F	3	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Silver	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.04	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00154	Toska S 3	Scr24_F3	F	3	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Magnesium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	684	mg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00154	Toska S 3	Scr24_F3	F	3	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Cobalt	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.1	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
