VALIDERT	LIMS_OPPDRAGSNR	PROSJEKTNAVN	PRAVENR	PRAVEMERKING	STASJON	Havdyp	DATE	METODEKODE	ANALYSE	KOMPONENT	STANDARD	RESULTAT	ENHETER	AKKREDITERING	UNDERLEVERANDR_STANDARD	Sample type	DYP	ART	VEV	Sampling_date
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Jern	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<40.0	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Arsen	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	0.80	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Aluminium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	5.10	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Nikkel	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.8	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Magnesium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	749	mg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	177	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	3.40	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	0.79	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	<0.2	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	<0.1	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	0.11	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00149	Vikane NY C4	Scr24_E4	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Vanadium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	0.68	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Arsen	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	0.50	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	S?lv	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.04	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Magnesium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	593	mg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Kobolt	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.1	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Kadmium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.06	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Bly	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	0.38	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Grunnpris	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	Utf?rt	-	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Sink	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<3.0	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Mangan	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	1.40	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Krom	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.5	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Kobber	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.8	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Kalium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	199	mg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Jern	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<40.0	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Nikkel	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.8	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Aluminium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	8.20	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	172	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	3.10	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	0.27	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	<0.2	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	<0.1	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00150	Vikane C5 	Scr24_E5	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	<0.1	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	S?lv	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.04	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Vanadium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	0.82	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Kobolt	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.1	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Kadmium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.06	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Bly	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	0.36	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Grunnpris	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	Utf?rt	-	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Sink	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<3.0	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Mangan	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	1.34	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Krom	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.5	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Kobber	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.8	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Kalium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	257	mg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Jern	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<40.0	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Arsen	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	1.00	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Aluminium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	8.00	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Nikkel	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.8	æg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	E8-4	METALLER_ICPMS	Magnesium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	760	mg/l	Ja		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	PFAS	TFA	Intern metode	188	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	ACBE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	ACCA	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CDHFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CHFPCN	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CCEFPE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CCPCA	Intern metode	<0.5	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	BCCPCA	Intern metode	5.00	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Tralopyril	Intern metode	4.10	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Diflubenzuron	Intern metode	<0.2	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Teflubenzuron	Intern metode	<0.1	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Emamectin	Intern metode	<0.1	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Copper pyrithione	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	Zinc pyrithione	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00151	Vikane ref 	Scr24_E6	1	2024.10.23 00:00:00	INTERN_NIVA	SLM-STOFFER	CHPAPE	Intern metode	N.A.	ng/L	Nei		Seawater	0-0			23.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Vanadium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	0.70	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Kadmium	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.06	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Grunnpris	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	Utf?rt	-	Nei		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Sink	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<3.0	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Mangan	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	1.88	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Krom	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.5	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
Ja	1489-13811	O 240090 - Screening 2024, 240090	NR-2025-00152	Toska S 1	Scr24_F1	1	2024.10.28 00:00:00	E8-4	METALLER_ICPMS	Kobber	Mod. NS EN ISO 17294-1:2007 og Mod. NS-EN ISO 17294-2:2016	<0.8	æg/l	Ja		Seawater	0-0			28.10.2024 00:00:00
